"fila_excel","tax","elev_msnm","colector","herbario","localidad","pais","departamento","municipio","fecha","habito","id","subpop_id"
130,"Serpocaulon adnatum",1856,"D. Sanín et al., 3080","FAUC (XXXX)","Colombia, Quindio, Filandia, vereda Cruces, Corredor Biologico Los Monos-Sendero el Otobo.","Colombia","Quindio","Filandia",NA,NA,138,24
131,"Serpocaulon adnatum",1856,"D. Sanín et al., 3065","FAUC (XXXX)","Colombia, Quindio, Filandia, vereda Cruces, Corredor Biologico Los Monos-Sendero el Otobo.","Colombia","Quindio","Filandia",NA,NA,139,24
132,"Serpocaulon adnatum",1856,"D. Sanín et al., 3076","FAUC (XXXX)","Colombia, Quindio, Filandia, vereda Cruces, Corredor Biologico Los Monos-Sendero el Otobo.","Colombia","Quindio","Filandia",NA,NA,140,24
133,"Serpocaulon adnatum",NA,"Arbelaez-S. G. et al., 352","HUQ 4043","Colombia, Quindio, Salento, ribera del Río Barbas.","Colombia","Quindio","Salento",NA,NA,141,24
134,"Serpocaulon adnatum",2087,"D. Sanín et al., 3089","FAUC (XXXX)","Colombia, Quindio, Salento, vereda Boquía, sector La Patasola, flanco sur-oriental del río Boquía, frente al departamento del Quíndio y atrás del santuario Orún Quinbaya.","Colombia","Quindio","Salento",NA,NA,142,24
135,"Serpocaulon adnatum",NA,"C.A. Agudelo & M. C. Velez 307","HUQ 5343","Risaralda, Pereira, 2 km arriva de la Finca La Suiza, camino a Salento.","Colombia","Risaralda","Pereira",NA,"He",143,24
136,"Serpocaulon adnatum",1647,"D. Sanín 2157","FAUC (XXXX)","Colombia, Risaralda, San Jose de Risaralda, vereda Chavarquia.","Colombia","Risaralda","San Jose de Risaralda",NA,NA,144,27
137,"Serpocaulon antioquianum",666,"Fonnegra R. et al., 374","HUA 4183","Colombia, Antioquia, Anorí, corregimiento de Providencia, valle del río Anorí, entre Dos Bocas y Anorí, zona transicional entre bosque húmedo y muy húmedo tropical montañoso.","Colombia","Antioquia","Anorí","27588","He",145,5
138,"Serpocaulon antioquianum",533,"Albert de Escobar L. 3332","HUA 18360","Colombia, Antioquia, San Luis, autopista Medellín-Bogotá, este del puente sobre el Río Samaná.","Colombia","Antioquia","San Luis","30388","He",146,3
139,"Serpocaulon antioquianum",NA,"Hoyos S & J. Hernandez 629","JAUM 12924","Colombia, Antioquia, San Luis, autopista Medellín-Bogotá, vereda Josefina, Camino del Caño la Mariola, hacia Santa Bárbara.","Colombia","Antioquia","San Luis","30651","He",147,4
140,"Serpocaulon antioquianum",NA,"Hoyos S & J. Hernandez 816","JAUM 42618","Colombia, Antioquia, San Luis, autopista Medellín-Bogotá, vereda Josefina, Camino del Caño la Mariola, hacia Santa Bárbara.","Colombia","Antioquia","San Luis","30676","He",148,4
141,"Serpocaulon antioquianum",NA,"Rodríguez W. 4318","COL 000048779","Colombia, Antioquia, Anorí, vereda San Antonio, quebrada que abastece de agua la finca de don Pedro.","Colombia","Antioquia","Anorí","37938","He",149,5
142,"Serpocaulon antioquianum",NA,"Rodríguez W. et al., 4475","COL 000048913","Colombia, Antioquia, Anorí, región Providencia, sector Ajibes-La Tirana, desembocadura de la Quebrada Buenos Aires al río Anorí.","Colombia","Antioquia","Anorí","38004","He",150,5
143,"Serpocaulon antioquianum",NA,"Rodríguez W. et al., 4475","COL 000048914","Colombia, Antioquia, Anorí, región Providencia, sector Ajibes-La Tirana, desembocadura de la Quebrada Buenos Aires al río Anorí.","Colombia","Antioquia","Anorí","38004","He",151,5
144,"Serpocaulon antioquianum",NA,"Rodríguez W. et al., 4507","MEDEL 47752","Colombia, Antioquia, Anorí, vereda Madre Seca, quebrada Espíritu Santo.","Colombia","Antioquia","Anorí","38006","He",152,5
145,"Serpocaulon antioquianum",683,"Rodríguez W. et al., 4507","MEDEL 47751","Colombia, Antioquia, Anorí, vereda Madre Seca, quebrada Espíritu Santo.","Colombia","Antioquia","Anorí","38006","He",153,5
146,"Serpocaulon antioquianum",NA,"Rodríguez W. et al., 4526","HUA 142068","Colombia, Antioquia, Anorí, vereda Madre Seca, quebrada Pilones, sector Juanico.","Colombia","Antioquia","Anorí","38008","He",154,5
147,"Serpocaulon antioquianum",334,"Sanín D. et al., 1954","FAUC XXXX","Colombia, Antioquia, San Luis, Río Claro, reserva Río Claro, por el sendero turístico.","Colombia","Antioquia","San Luis","39193","Hem",155,2
1201,"Serpocaulon antioquianum",1416,"Barbosa 7935","FMB","Colombia, Caldas, Florencia, dirección este Quebrada Las Mercedes",NA,NA,NA,"33890",NA,NA,1
148,"Serpocaulon articulatum",200,"Little E.L & R. R. Little 9622","COL 000335829","Colombia, Caqueta, Solano, 8 km SE, of Tres Esquinas on Río Caquetá below mouth of Río Orteguaza.","Colombia","Caqueta","Solano","16502","He",156,8
149,"Serpocaulon articulatum",1291,"Barkley F.A. & G. Gutiérrez 1885","MEDEL 29099","Colombia, Magdalena, Sierra Nevada de Santa Marta, región del Campano.","Colombia","Magdalena","Sierra Nevada de Santa Marta","17543",NA,157,14
150,"Serpocaulon articulatum",1291,"Barkley F.A. & G. Gutiérrez 1885","COL 000335821","Colombia, Magdalena, Sierra Nevada de Santa Marta, región del Campano.","Colombia","Magdalena","Sierra Nevada de Santa Marta","17543",NA,158,14
151,"Serpocaulon articulatum",401,"Bischler H. 2049","COL 000335812","Colombia, Norte de Santander, Sarare, Gibraltar.","Colombia","Norte de Santander","Sarare","21635","He",159,13
152,"Serpocaulon articulatum",1647,"Murillo M. T. 84","COL 000335825","Colombia, Cundinamarca, entre Albán y Sasaima, hacia Las Mercedes.","Colombia","Cundinamarca","entre Albán y Sasaima","22412","He",160,12
153,"Serpocaulon articulatum",13,"Forero E. et al., 4451","COL 000336121","Colombia, Chocó, Hoya del río San Juan, Quebrada La Serpiente, afluente del Río San Juan.","Colombia","Chocó","Hoya del río San Juan","28946",NA,161,4
154,"Serpocaulon articulatum",1497,"Osorio G. 161","COL 248590","Colombia, Huila, Acevedo, carretera entre San Marcos y San Adolfo.","Colombia","Huila","Acevedo","30411","Hr",163,2
155,"Serpocaulon articulatum",761,"Murillo M. T. & M.A. Harker 2164","COL 000335823","Colombia, Meta, carretera Medina a San Pedro de Jagua, bosques sobre el río Gazuanta.","Colombia","Meta","carretera Medina a San Pedro de Jagua","31581",NA,164,11
156,"Serpocaulon articulatum",816,"Killip E. P. 34844","COL 19136","Colombia, Valle del Cauca, Río Dagua valley, dense forest along Río Engaña.","Colombia","Valle del Cauca","Río Dagua valley","32200","He",165,3
157,"Serpocaulon articulatum",784,"McPerson G. 12989","HUA 59991","Colombia, Antioquia, Frontino, area called Murrí, in western central part department, 20-28 km from Nutibara; forest at roadside","Colombia","Antioquia","Frontino","32452","He",166,7
158,"Serpocaulon articulatum",812,"Muñoz E. & D.L. Hurtado 2018","CAUP 18858","Colombia, Cauca, Piamonte, corregimiento de Nápoles, vereda La Florida, Serrania de los Churumbelos.","Colombia","Cauca","Piamonte","38846","He",167,1
159,"Serpocaulon articulatum",NA,"Sanín D. et al., 2976","FAUC XXX","Colombia, Chochó, San Jose del Palmar, vereda Damasco, Escuela Santa Lucia.","Colombia","Chochó","San Jose del Palmar","39954","Hem",168,5
160,"Serpocaulon articulatum",177,"Lellinger D. & E. De la Sota 176","COL 133493","Colombia, Chocó, río Mutatá, ca 3 km above its junction with the río El Valle, NW of Alto del Buey.","Colombia","Chocó","río Mutatá",NA,"He",169,6
161,"Serpocaulon articulatum",510,"Callejas & O. Marulanda 6016","HUA 52460","Colombia, Meta, Mesetas, vereda Gaviotas, vía Pto. Croebas-Gaviotas-Río Leiva (afl. Guayabero).","Colombia","Meta","Mesetas",NA,NA,170,10
1208,"Serpocaulon articulatum",NA,"D. Sanín 6151","COL","Colombia, Caquetá, Florencia, corregimiento El Caraño, vereda El Caraño, finca Las Brisas, relictos en la cima de la montaña.",NA,NA,NA,"42293",NA,NA,9
162,"Serpocaulon attenuatum",241,"Echeverry-E. R. 2037","COL 000336616","Colombia, Meta, Reserva Natural la Macarena, margen izquierdo del río Guayabero, 1er raudal.","Colombia","Meta","Reserva Natural la Macarena","25728","Rup",171,2
163,"Serpocaulon attenuatum",241,"Echeverry-E. R. 2037","TOLI 1866","Colombia, Meta, Reserva Natural la Macarena, margen izquierdo del río Guayabero, 1er raudal.","Colombia","Meta","Reserva Natural la Macarena","25728","Rup",172,2
1204,"Serpocaulon attenuatum",NA,"Andrés Barona 3998","COAH 92038","Colombia, Guaviare, San José del Guaviare, vda. El Capricho, sector cerro El Capricho, bosque de tierra firme con dosel cerrado de hasta 30-35m de altura, capa de hojarasca medianamente gruesa de hasta 5-10cm de espesor. Sotobosque denso a medianamente denso, con menor densidad hacia la parte alta del cerro. Capa de hojarasca medianamente gruesa de hasta 5-10 cm de espesor. Presencia de piedras (sienita nefelinica), con presencia de lajas y rocas aisladas.",NA,NA,NA,"42663",NA,NA,3
1205,"Serpocaulon attenuatum",352,"Dairon Cárdenas 	15941","COAH 61369","Colombia, Meta, La Macarena, vereda Cachivera, margen izquierda del camino del río Guayabero a caño Cristales, sector de afloramiento rocoso con dominancia de Byrsonima sp., Vellozia, Syagrus orinocensis y Curatella americana.",NA,NA,NA,"38281",NA,NA,1
1206,"Serpocaulon attenuatum",NA,"Dairon Cárdenas 48764","COAH 100126","Colombia, Guaviare, San José del Guaviare, vereda Los Alpes, finca El Porvenir, Serranía La Lindosa, vegetación sobre afloramiento rocoso con presencia de Acanthella sprucei, Ficus albert-smithii y Clusia sp.",NA,NA,NA,"42938",NA,NA,4
1207,"Serpocaulon attenuatum",NA,"Jamson 	565","BOT","Colombia, Meta, Puerto López, cerca al río Guayuriba.",NA,NA,NA,NA,NA,NA,5
164,"Serpocaulon biauriculatum",NA,"J. Meza-Ortíz et al. 553","Paratype (UIS [!]).","Colombia, Mun. El Carmen de Chucurí, vereda La Bodega, Sitio Plan de Las Mercedes, orilla de camino entre Quebrada San Guillerma y El Picacho, PNN Serranía de los Yariguíes.","Colombia","Mun. El Carmen de Chucurí","vereda La Bodega","40343","Hem",173,2
165,"Serpocaulon biauriculatum",NA,"W. L. Testo  et al. 2908","Paratypes","Colombia, Santander, El Carmen de Chucurí, Parque Nacional Natural Serranía de los Yariguíes, vereda La Victoria, camino Palma de Ramo.","Colombia","COLOMBIA. Santander: Mun. El Carmen de Chucurí","Parque Nacional Natural Serranía de los Yariguíes","45423","Hem",174,1
166,"Serpocaulon biauriculatum",NA,"D. Sanín, A. Martínez & L. Rincón 9368","holotype: UIS","Colombia, Santander, San Vicente de Chucurí, vereda Pamplona, sector San Calletano, Bosque Paraguay.","Colombia","Colombia. Santander","Mun. San Vicente de Chucurí","45466","Hem",175,2
167,"Serpocaulon concolorum",2876,"Hagemann & Leist 1898","PSO 28225","Colombia, Nariño, Ipiales, km 32 carretera La Victoria-Monopamba. Motilón.","Colombia","Nariño","Ipiales","26674","He",176,1
168,"Serpocaulon concolorum",2572,"Silverstone-Sopkin P.A., N. Paz, R. T. Gonzalez, J.E. Ramos, L.H. Ramos & A. Henao 4633","CUVC 22511 UC","Colombia, Chocó, San José del Palmar, Cerro Torrá, filo de cumbre, vegetación abierta con arbustos, hierbas, gramíneas, helechos, algunas palmas y arboles pequeños.","Colombia","Chocó","San José del Palmar","32376","Hr",177,5
169,"Serpocaulon concolorum",2572,"Silverstone-Sopkin P.A., N. Paz, R. T. Gonzalez, J.E. Ramos, L.H. Ramos & A. Henao 4633","CHOCO08478 UC","Colombia, Chocó, San José del Palmar, Cerro Torrá, filo de cumbre, vegetación abierta con arbustos, hierbas, gramíneas, helechos, algunas palmas y arboles pequeños.","Colombia","Chocó","San José del Palmar","32376","Hr",178,5
170,"Serpocaulon concolorum",NA,"Herrera G. 9302","PSO 40027 UC","Colombia, Nariño, Reserva Natural La Planada, sendero entre El Hondon y Los Horquetas, Bosque primario.","Colombia","Nariño","Reserva Natural La Planada","32904","He",179,2
171,"Serpocaulon concolorum",NA,"Herrera G. 9193","PSO 40027 UC","Colombia, Nariño, Reserva Natural La Planada, sendero entre El Hondon y Los Horquetas, Bosque primario.","Colombia",NA,NA,"32904",NA,180,2
1199,"Serpocaulon concolorum",NA,"Sanín et al., 6396","COAH","Colombia, Caquetá, Florencia, Vía Guadalupe, El Gabinete, a mano izquierda de  la vía, a 100 m de la estación militar",NA,NA,NA,"42420",NA,NA,4
1200,"Serpocaulon concolorum",NA,"Peña 542","COL","Colombia, Huila, Suaza, vía Neiva, vereda Campo Hermoso, costado izquierdo de la vía, Km. 40",NA,NA,NA,"42461",NA,NA,3
172,"Serpocaulon dissimile",1092,"Hodge W.H. 6779","MEDEL 2763","Colombia, Antioquia, Medellín, cerca de Porcesito.","Colombia","Antioquia","Medellín","16908","He",181,17
173,"Serpocaulon dissimile",1092,"W.H. Hodge 6779","COL 70091","Colombia, Antioquia, cerca de Porcesito, valle del Río Medellín.","Colombia","Antioquia","cerca de Porcesito","16908","He",182,17
174,"Serpocaulon dissimile",NA,"D. Giraldo-Cañas 749","HUA 79791","Colombia, Antioquia, Cocorná, vereda La Piñuela, vía a San Francisco.","Colombia","Antioquia","Cocorná","33586","He",183,16
175,"Serpocaulon dissimile",861,"Sanín et al., 5162","NY, Col","Colombia, Antioquia, Frontino, Parque Nacional Natural Las Orquideas, vereda Venados Abajo, Finca de Gabriel Montoya, margen derecha del río Venados.","Colombia","Antioquia","Frontino","40747","He",185,9
176,"Serpocaulon dissimile",861,"Sanín et al., 5068","NY, Col","Colombia, Antioquia, Frontino, Parque Nacional Natural Las Orquideas, vereda Venados Abajo, sector de Venados, sitio Arenales.","Colombia","Antioquia","Frontino","40750","He",187,9
177,"Serpocaulon dissimile",NA,"C.E. Acosta-Arteaga 768","COL 176719","Colombia, Caldas, Samaná, adelante del puente La Linda, Río Samaná.","Colombia","Caldas","Samaná","27260","nr",188,15
178,"Serpocaulon dissimile",NA,"Sanín et al., 5656","HUA XXX","Colombia, Caldas, Chichiná, vereda La Esmeralda, bosques del Embalse San Francisco, en la vía a los tubos, por el campo de entrenamiento militar.","Colombia","Caldas","Chichiná","41029","He",189,14
179,"Serpocaulon dissimile",NA,"C. González 501","COL 434448","Colombia, Cauca, Santa Rosa, Serrania de los Churumbelos, Bota Cuacana.","Colombia","Cauca","Santa Rosa","36011","Hr",190,1
180,"Serpocaulon dissimile",1783,"E.L. Muñoz et al., 1900","CAUP 18744","Colombia, Cauca, El Tambo, Reserva Natural Tambito.","Colombia","Cauca","El Tambo","38825","He",191,5
181,"Serpocaulon dissimile",NA,"Sanín D. et al., 2957","FAUC xxxx","Colombia, Chocó, San Jose del Palmar, vereda Damasco, Escuela Santa Lucia.","Colombia","Chocó","San Jose del Palmar","39954","He",192,8
182,"Serpocaulon dissimile",NA,"Sanín et al., 2901","HUA XXX","Colombia, Chocó, San Jose del Palmar, vereda Damasco, Escuela Santa Lucia.","Colombia","Chocó","San Jose del Palmar","39985","He",193,8
183,"Serpocaulon dissimile",NA,"Sanín D. et al., 2879","FAUC xxxx","Colombia, Chocó, San Jose del Palmar, vereda Damasco, Escuela Santa Lucia.","Colombia","Chocó","San Jose del Palmar","39985","He",194,8
184,"Serpocaulon dissimile",13,"Forero E & R. Jaramillo 4428","COL 000335845","Colombia, Colombia, Chocó, Hoya del río San Juan.","Colombia","Colombia","Chocó","28946","He",195,7
185,"Serpocaulon dissimile",1283,"Jaramillo Mejía R. & T. van der Hammen 4791","COL 000335848","Colombia, Cundinamarca, carretera arriba de Sasaima, Hacienda La Isabela.","Colombia","Cundinamarca","carretera arriba de Sasaima","24828","Rup",196,13
186,"Serpocaulon dissimile",1647,"Mejía F. 63","COL 000335852","Colombia, Cundinamarca, Sasaima, vereda Las Mercedes, granja Wisaca.","Colombia","Cundinamarca","Sasaima","30406","He",197,13
187,"Serpocaulon dissimile",1647,"Mejía F. 64","COL 000335851","Colombia, Cundinamarca, Sasaima, vereda Las Mercedes, granja Wisaca.","Colombia","Cundinamarca","Sasaima","30406","He",198,13
188,"Serpocaulon dissimile",809,"Fernandez-Alonso J.L. et al., 15965","COL 000335853","Colombia, Cundinamarca, Ubala B. Inspección de policia Manbita, campamento EMGESA.","Colombia","Cundinamarca","Ubala B. Inspección de policia Manbita","36002","He",199,12
189,"Serpocaulon dissimile",NA,"G. Osorio 43","COL 248480","Colombia, Huila, Pitalito, vereda Mortiñal.","Colombia","Huila","Pitalito","30205","Rup",200,4
190,"Serpocaulon dissimile",NA,"G. Osorio 159","COL 248462","Colombia, Huila, Acevedo, vía a San Adolfo, vereda San Marcos","Colombia","Huila","Acevedo","30411","He",201,3
191,"Serpocaulon dissimile",NA,"F. Llanos & J. Camacho 1846","COL 342159","Colombia, Huila, Colombia, Inspección Las Lajas, sitio Cara de Perro.","Colombia","Huila","Colombia","33145","Rup",202,10
192,"Serpocaulon dissimile",NA,"F. Llanos & J. Camacho 1846","COL 401219","Colombia, Huila, Colombia, Inspección Las Lajas, sitio Cara de Perro.","Colombia","Huila","Colombia","33145","Rup",203,10
193,"Serpocaulon dissimile",1496,"T. Croat 71494","PSO 23380","Colombia, Nariño, Ricaurte, a un lado del río Imbi, a 2-3 km del campamento de Ecopetrol.","Colombia","Nariño","Ricaurte","32948","He",205,2
194,"Serpocaulon dissimile",2087,"D. Sanín et al., 3086","FAUC xxxx","Colombia, Quindío, Salento, vereda Boquía, Sector la Pata Sola, flanco sur oriental del río Boquia, frente al depto del Quindio y detrás del Santuario Otun Quimbaya.","Colombia","Quindío","Salento","40014","He",206,11
195,"Serpocaulon dissimile",98,"Hagemmann W. 481","COL 000336038","Colombia, Valle del Cauca, Río Reposo, La Altegre.","Colombia","Valle del Cauca","Río Reposo","24733","He",207,6
196,"Serpocaulon eleutherophlebium",2463,"Londoño R. et al., 188","MEDEL 25982","Colombia, Antioquia, Urrao, páramo de Frontino, el río.","Colombia","Antioquia","Urrao","30895",NA,208,8
197,"Serpocaulon eleutherophlebium",NA,"Pérez Z. J. A. & N. Parra 1499","MEDEL 42182","Colombia, Antioquia, Urrao, Páramo de Frontino.","Colombia","Antioquia","Urrao","36775",NA,209,8
198,"Serpocaulon eleutherophlebium",NA,"Rodriguez W. et al., 3339","HUA 137402","Colombia, Antioquia, Belmira, alrededores de la ciénaga El Morro.","Colombia","Antioquia","Belmira","37404","He",210,18
199,"Serpocaulon eleutherophlebium",NA,"Rodriguez W. et al., 3339","COL 486813","Colombia, Antioquia, Belmira, alrededores de la ciénaga El Morro.","Colombia","Antioquia","Belmira","37404","He",211,18
200,"Serpocaulon eleutherophlebium",NA,"Ramirez P. B.R. 12608","JAUM 38653","Colombia, Antioquia, San Jose de La Montaña, vereda La Margarita, sector La Margarita, camino Alto El Cristo.","Colombia","Antioquia","San Jose de La Montaña","37460",NA,213,18
201,"Serpocaulon eleutherophlebium",NA,"Rodriguez W. et al., 3529","JAUM 38653","Colombia, Antioquia, San Jose de la Montaña, vereda la Margarita, sector La Margarita, camino Alto El Cristo.","Colombia","Antioquia","San Jose de la Montaña","37460","He",214,18
202,"Serpocaulon eleutherophlebium",NA,"Cuatrecasas J. 9228","COL 98007","Colombia, Caldas, cordillera Central, vertiente Occidental, sudoeste del Ruiz, Termales.","Colombia","Caldas","cordillera Central","14735","He",215,14
203,"Serpocaulon eleutherophlebium",NA,"Bischler H. 1463","COL 74565","Colombia, Caldas, Nevado del Ruiz, Los Chorros, cerca de la estación termal","Colombia","Caldas","Nevado del Ruiz","21402","He",216,14
204,"Serpocaulon eleutherophlebium",NA,"Pinto P. 409","COL 77981","Colombia, Caldas, entre Manizales y El Nevado del Ruíz, Los Chorros.","Colombia","Caldas","entre Manizales y El Nevado del Ruíz","21736",NA,217,14
